10.14469/hpc/10386>	[IFDReference 1 >as>null doi:https://doi.org/10.14469/hpc/10386]	Syntheses and Characterization of Main Group, Transition Metal, Lanthanide and Actinide Complexes of Bidentate Acylpyrazolone Ligands
10.14469/hpc/10386>C>11349>	[IFDReference 2 >as>null doi:https://doi.org/10.14469/hpc/11349]
10.14469/hpc/10386>C>11747>C>12306>D>R	[IFDReference 955 >as>73.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=12306&file=3]
10.14469/hpc/10386>C>11747>C>12306>D>R	[IFDReference 956 >as>73.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=12306&file=2]
10.14469/hpc/10386>C>11747>C>12306>D>R	[IFDReference 957 >as>AB2301.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=12306&file=1]
10.14469/hpc/10386>C>11401>	[IFDReference 958 >as>null doi:https://doi.org/10.14469/hpc/11401]
10.14469/hpc/10386>C>11401>C>11505>	[IFDReference 959 >as>null doi:https://doi.org/10.14469/hpc/11505]
10.14469/hpc/10386>C>11401>C>11505>D>R	[IFDReference 960 >as>54.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11505&file=7]
10.14469/hpc/10386>C>11401>C>11505>D>R	[IFDReference 961 >as>54.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11505&file=6]
10.14469/hpc/10386>C>11401>C>11505>D>R	[IFDReference 962 >as>54.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11505&file=5]
10.14469/hpc/10386>C>11401>C>11505>D>R	[IFDReference 963 >as>TM-VI-195_2021-12-05T18-29-03.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11505&file=2]
10.14469/hpc/10386>C>11401>C>11422>	[IFDReference 964 >as>null doi:https://doi.org/10.14469/hpc/11422]
10.14469/hpc/10386>C>11401>C>11422>D>R	[IFDReference 965 >as>54.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11422&file=5]
10.14469/hpc/10386>C>11401>C>11422>D>R	[IFDReference 966 >as>54.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11422&file=4]
10.14469/hpc/10386>C>11401>C>11422>D>R	[IFDReference 967 >as>AB2153.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11422&file=3]
10.14469/hpc/10386>C>11401>C>11422>D>R	[IFDReference 968 >as>AB2153.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11422&file=2]
10.14469/hpc/10386>C>11401>C>11422>D>R	[IFDReference 969 >as>AB2153.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11422&file=1]
10.14469/hpc/10386>C>11401>C>11422>D>ccdc.csd.cc2d6qly>	[IFDReference 970 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6qly]	CCDC 2211000: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11374>	[IFDReference 971 >as>null doi:https://doi.org/10.14469/hpc/11374]
10.14469/hpc/10386>C>11374>C>11610>	[IFDReference 972 >as>null doi:https://doi.org/10.14469/hpc/11610]
10.14469/hpc/10386>C>11374>C>11610>D>R	[IFDReference 973 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11610&file=4]
10.14469/hpc/10386>C>11374>C>11610>D>R	[IFDReference 974 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11610&file=3]
10.14469/hpc/10386>C>11374>C>11610>D>R	[IFDReference 975 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11610&file=2]
10.14469/hpc/10386>C>11374>C>11610>D>R	[IFDReference 976 >as>TM-VI-212_2021-12-20T14-17-29.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11610&file=1]
10.14469/hpc/10386>C>11374>C>11611>	[IFDReference 977 >as>null doi:https://doi.org/10.14469/hpc/11611]
10.14469/hpc/10386>C>11374>C>11611>C>11636>	[IFDReference 978 >as>null doi:https://doi.org/10.14469/hpc/11636]	NMR Data for Cyclopentadienyl-bis((4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)zirconium chloride (37), 1H
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 979 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=7]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 980 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=6]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 981 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=5]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 982 >as>37-1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=4]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 983 >as>37-1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=3]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 984 >as>37-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=2]
10.14469/hpc/10386>C>11374>C>11611>C>11636>D>R	[IFDReference 985 >as>37-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11636&file=1]
10.14469/hpc/10386>C>11374>C>11611>C>11637>	[IFDReference 986 >as>null doi:https://doi.org/10.14469/hpc/11637]	NMR Data for Cyclopentadienyl-bis((4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)zirconium chloride (37), 13C
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 987 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=7]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 988 >as>37-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=6]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 989 >as>37-13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=5]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 990 >as>37-13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=4]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 991 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=3]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 992 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=2]
10.14469/hpc/10386>C>11374>C>11611>C>11637>D>R	[IFDReference 993 >as>37-3C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11637&file=1]
10.14469/hpc/10386>C>11374>C>11611>C>11638>	[IFDReference 994 >as>null doi:https://doi.org/10.14469/hpc/11638]	NMR Data for Cyclopentadienyl-bis((4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)zirconium chloride (37), 1H, COSY
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 995 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=7]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 996 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=6]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 997 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=5]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 998 >as>37-cosy.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=4]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 999 >as>37-cosy.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=3]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 1000 >as>37-cosy.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=2]
10.14469/hpc/10386>C>11374>C>11611>C>11638>D>R	[IFDReference 1001 >as>37-cosy.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11638&file=1]
10.14469/hpc/10386>C>11374>C>11611>C>11640>	[IFDReference 1002 >as>null doi:https://doi.org/10.14469/hpc/11640]	NMR Data for Cyclopentadienyl-bis((4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)zirconium chloride (37), 1H, 13C, HMBC
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1003 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=7]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1004 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=6]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1005 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=5]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1006 >as>37-hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=4]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1007 >as>37-hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=3]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1008 >as>37-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=2]
10.14469/hpc/10386>C>11374>C>11611>C>11640>D>R	[IFDReference 1009 >as>37-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11640&file=1]
10.14469/hpc/10386>C>11374>C>11611>C>11639>	[IFDReference 1010 >as>null doi:https://doi.org/10.14469/hpc/11639]	NMR Data for Cyclopentadienyl-bis((4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)zirconium chloride (37), 1H, 13C, HMQC
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1011 >as>37.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=7]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1012 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=6]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1013 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=5]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1014 >as>37-hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=4]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1015 >as>37-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=3]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1016 >as>37-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=2]
10.14469/hpc/10386>C>11374>C>11611>C>11639>D>R	[IFDReference 1017 >as>37-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11639&file=1]
10.14469/hpc/10386>C>11374>C>11391>	[IFDReference 1018 >as>null doi:https://doi.org/10.14469/hpc/11391]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1019 >as>37.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=7]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1020 >as>37.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=6]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1021 >as>AB2149.zip.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=5]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1022 >as>AB2149.zip.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=4]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1023 >as>AB2149.7z.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=3]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1024 >as>AB2149.7z.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=2]
10.14469/hpc/10386>C>11374>C>11391>D>R	[IFDReference 1025 >as>AB2149.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11391&file=1]
10.14469/hpc/10386>C>11374>C>11391>D>ccdc.csd.cc2d6q5j>	[IFDReference 1026 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6q5j]	CCDC 2210987: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11748>	[IFDReference 1027 >as>null doi:https://doi.org/10.14469/hpc/11748]
10.14469/hpc/10386>C>11748>C>12402>	[IFDReference 1028 >as>null doi:https://doi.org/10.14469/hpc/12402]
10.14469/hpc/10386>C>11748>C>12402>D>R	[IFDReference 1029 >as>LBTML2.zip.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=12402&file=5]
10.14469/hpc/10386>C>11748>C>12402>D>R	[IFDReference 1030 >as>LBTML2.zip.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=12402&file=4]
10.14469/hpc/10386>C>11748>C>12402>D>R	[IFDReference 1031 >as>LBTML2.7z.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=12402&file=3]
10.14469/hpc/10386>C>11748>C>12402>D>R	[IFDReference 1032 >as>LBTML2.7z.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=12402&file=2]
10.14469/hpc/10386>C>11748>C>12402>D>R	[IFDReference 1033 >as>LBTML2.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=12402&file=1]
10.14469/hpc/10386>C>11400>	[IFDReference 1034 >as>null doi:https://doi.org/10.14469/hpc/11400]
10.14469/hpc/10386>C>11400>C>11496>	[IFDReference 1035 >as>null doi:https://doi.org/10.14469/hpc/11496]
10.14469/hpc/10386>C>11400>C>11496>D>R	[IFDReference 1036 >as>53.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11496&file=7]
10.14469/hpc/10386>C>11400>C>11496>D>R	[IFDReference 1037 >as>53.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11496&file=6]
10.14469/hpc/10386>C>11400>C>11496>D>R	[IFDReference 1038 >as>53.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11496&file=5]
10.14469/hpc/10386>C>11400>C>11496>D>R	[IFDReference 1039 >as>TM-VI-192_2021-12-05T18-25-32.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11496&file=1]
10.14469/hpc/10386>C>11400>C>11421>	[IFDReference 1040 >as>null doi:https://doi.org/10.14469/hpc/11421]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1041 >as>53.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=7]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1042 >as>53.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=6]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1043 >as>53.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=5]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1044 >as>AB2208.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=3]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1045 >as>AB2208.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=2]
10.14469/hpc/10386>C>11400>C>11421>D>R	[IFDReference 1046 >as>AB2208.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11421&file=1]
10.14469/hpc/10386>C>11400>C>11421>D>ccdc.csd.cc2d6qkx>	[IFDReference 1047 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6qkx]	CCDC 2210999: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11373>	[IFDReference 1048 >as>null doi:https://doi.org/10.14469/hpc/11373]
10.14469/hpc/10386>C>11373>C>11617>	[IFDReference 1049 >as>null doi:https://doi.org/10.14469/hpc/11617]
10.14469/hpc/10386>C>11373>C>11617>C>11619>	[IFDReference 1050 >as>null doi:https://doi.org/10.14469/hpc/11619]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 13C, acetone-d6
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1051 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1052 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1053 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1054 >as>34-in acetone-d6 13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1055 >as>34-in acetone-d6 13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1056 >as>34-in acetone-d6 13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11619>D>R	[IFDReference 1057 >as>34-in acetone-d6 13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11619&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11618>	[IFDReference 1058 >as>null doi:https://doi.org/10.14469/hpc/11618]	NMR Data for  Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, acetone-d6
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1059 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1060 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1061 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1062 >as>34-in acetone-d6 1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1063 >as>34-in acetone-d6 1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1064 >as>34-in acetone-d6 1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11618>D>R	[IFDReference 1065 >as>34-in acetone-d6 1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11618&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11623>	[IFDReference 1066 >as>null doi:https://doi.org/10.14469/hpc/11623]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 13C, CDCl3
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1067 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1068 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1069 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1070 >as>34-in CDCl3 13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1071 >as>34-in CDCl3 13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1072 >as>34-in CDCl3 13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11623>D>R	[IFDReference 1073 >as>34-in CDCl3 13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11623&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11626>	[IFDReference 1074 >as>null doi:https://doi.org/10.14469/hpc/11626]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, 13C, HMBC, CDCl3
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1075 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1076 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1077 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1078 >as>34-in CDCl3 hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1079 >as>34-in CDCl3 hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1080 >as>34-in CDCl3 hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11626>D>R	[IFDReference 1081 >as>34-in CDCl3 hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11626&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11622>	[IFDReference 1082 >as>null doi:https://doi.org/10.14469/hpc/11622]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, CDCl3
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1083 >as>34-in CDCl3 1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=8]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1084 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1085 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1086 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1087 >as>34-in CDCl3 1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1088 >as>34-in CDCl3 1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11622>D>R	[IFDReference 1089 >as>34-in CDCl3 1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11622&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11620>	[IFDReference 1090 >as>null doi:https://doi.org/10.14469/hpc/11620]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, 13C, HSQC, acetone-d6
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1091 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1092 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1093 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1094 >as>34-in acetone-d6 hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1095 >as>34-in acetone-d6 hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1096 >as>34-in acetone-d6 hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11620>D>R	[IFDReference 1097 >as>34-in acetone-d6 hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11620&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11625>	[IFDReference 1098 >as>null doi:https://doi.org/10.14469/hpc/11625]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, 13C, HMQC, CDCl3
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1099 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1100 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=6]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1101 >as>34.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=5]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1102 >as>34-in CDCl3 hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=4]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1103 >as>34-in CDCl3 hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=3]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1104 >as>34-in CDCl3 hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=2]
10.14469/hpc/10386>C>11373>C>11617>C>11625>D>R	[IFDReference 1105 >as>34-in CDCl3 hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11625&file=1]
10.14469/hpc/10386>C>11373>C>11617>C>11621>	[IFDReference 1106 >as>null doi:https://doi.org/10.14469/hpc/11621]	NMR Data for Tetrakis((4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-yl)oxy)zirconium (34), 1H, 13C, HMBC, acetone-d6
10.14469/hpc/10386>C>11373>C>11617>C>11621>D>R	[IFDReference 1107 >as>34.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11621&file=7]
10.14469/hpc/10386>C>11373>C>11617>C>11621>D>R	[IFDReference 1108 >as>34.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11621&file=6]
